time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.938583,-0.4575,2.3140,-4.5844,5.156
2.940459,-0.4575,2.3140,-4.5844,5.156
2.959842,-2.0958,-0.7312,-2.4370,3.296
2.963311,-2.0958,-0.7312,-2.4370,3.296
2.984205,-2.9106,-1.3961,-3.1306,4.497
2.986273,-2.9106,-1.3961,-3.1306,4.497
2.999475,-2.0025,0.4959,-2.1082,2.950
3.001913,-2.0025,0.4959,-2.1082,2.950
3.017360,-0.7089,2.5310,-1.9977,3.301
3.019122,-0.7089,2.5310,-1.9977,3.301
3.037454,0.2479,4.1908,-1.0725,4.333
3.039583,0.2479,4.1908,-1.0725,4.333
3.057682,-0.2270,4.2770,-0.3245,4.295
3.059197,-0.2270,4.2770,-0.3245,4.295
3.077393,-1.5764,1.6857,0.0690,2.309
3.079086,-1.5764,1.6857,0.0690,2.309
3.097359,-1.5007,-0.8491,0.2430,1.741
3.098782,-1.5007,-0.8491,0.2430,1.741
3.122542,0.3300,-2.7239,0.8709,2.879
3.124076,0.3300,-2.7239,0.8709,2.879
3.137377,2.3223,-4.2656,0.6904,4.906
3.139515,2.3223,-4.2656,0.6904,4.906
3.156726,1.3287,-4.7462,0.7568,4.986
3.158237,1.3287,-4.7462,0.7568,4.986
3.178069,0.2711,-4.5743,0.1731,4.586
3.179854,0.2711,-4.5743,0.1731,4.586
3.197246,-0.3967,-4.1310,-0.1222,4.152
3.198731,-0.3967,-4.1310,-0.1222,4.152
3.220313,0.1365,-3.4806,1.3633,3.741
3.221997,0.1365,-3.4806,1.3633,3.741
3.249416,0.2666,-2.7763,1.9586,3.408
3.250794,0.2666,-2.7763,1.9586,3.408
3.256530,-0.1980,-2.1813,1.9399,2.926
3.258213,-0.1980,-2.1813,1.9399,2.926
3.279696,-0.7695,-1.6323,1.3204,2.236
3.281742,-0.7695,-1.6323,1.3204,2.236
3.303329,-0.6375,-0.9457,0.8990,1.452
3.304659,-0.6375,-0.9457,0.8990,1.452
3.320951,-0.2061,-0.6364,1.4398,1.588
3.323877,-0.2061,-0.6364,1.4398,1.588
3.337677,-0.2504,0.3312,0.9661,1.052
3.339302,-0.2504,0.3312,0.9661,1.052
3.356604,-0.7082,2.1619,0.6782,2.374
3.358390,-0.7082,2.1619,0.6782,2.374
3.379492,-0.7600,3.8441,-0.1293,3.921
3.382375,-0.7600,3.8441,-0.1293,3.921
3.397406,-0.0048,4.1585,0.3030,4.170
3.399662,-0.0048,4.1585,0.3030,4.170
3.418692,0.1275,3.1804,2.0145,3.767
3.421073,0.1275,3.1804,2.0145,3.767
3.437181,1.2294,3.1001,0.1042,3.337
3.439835,1.2294,3.1001,0.1042,3.337
3.456297,1.2733,3.2597,-0.4755,3.532
3.458400,1.2733,3.2597,-0.4755,3.532
3.476966,0.9510,4.5134,-3.6604,5.888
3.479077,0.9510,4.5134,-3.6604,5.888
3.496990,1.1643,2.2635,-3.8870,4.646
3.498325,1.1643,2.2635,-3.8870,4.646
3.516847,1.7425,-1.5413,-2.7804,3.625
3.518404,1.7425,-1.5413,-2.7804,3.625
3.537048,2.0172,-2.1191,-2.1666,3.641
3.538637,2.0172,-2.1191,-2.1666,3.641
3.557204,1.0536,0.9743,-1.3633,1.979
3.558641,1.0536,0.9743,-1.3633,1.979
3.577414,0.0858,3.7292,-1.3806,3.977
3.579124,0.0858,3.7292,-1.3806,3.977
3.596667,0.3393,3.3833,-1.0026,3.545
3.598699,0.3393,3.3833,-1.0026,3.545
3.616858,1.1969,0.8128,-0.4146,1.505
3.618175,1.1969,0.8128,-0.4146,1.505
3.637074,1.1228,-1.7497,0.3623,2.110
3.638218,1.1228,-1.7497,0.3623,2.110
3.660716,0.0061,-3.7714,0.8931,3.876
3.663763,0.0061,-3.7714,0.8931,3.876
3.682151,-0.7812,-4.7036,0.8306,4.840
3.683990,-0.7812,-4.7036,0.8306,4.840
3.699161,-0.8305,-4.3530,0.5158,4.461
3.701960,-0.8305,-4.3530,0.5158,4.461
3.716981,0.0763,-3.4498,0.8865,3.563
3.718849,0.0763,-3.4498,0.8865,3.563
3.737378,0.5162,-2.5581,1.0267,2.804
3.739697,0.5162,-2.5581,1.0267,2.804
3.756095,0.1285,-2.1696,0.9269,2.363
3.758315,0.1285,-2.1696,0.9269,2.363
3.776730,-0.5989,-1.8528,1.0351,2.205
3.778943,-0.5989,-1.8528,1.0351,2.205
3.797035,-0.5388,-1.5678,0.4468,1.717
3.798647,-0.5388,-1.5678,0.4468,1.717
3.816718,-0.0080,-1.5407,0.9611,1.816
3.818133,-0.0080,-1.5407,0.9611,1.816
3.837513,0.9420,-1.0181,1.3213,1.916
3.839962,0.9420,-1.0181,1.3213,1.916
3.860663,0.9823,-0.8927,1.2482,1.822
3.861977,0.9823,-0.8927,1.2482,1.822
3.876854,0.4126,0.5419,0.1743,0.703
3.878144,0.4126,0.5419,0.1743,0.703
3.896204,-0.3214,2.2051,0.8363,2.380
3.897810,-0.3214,2.2051,0.8363,2.380
3.916869,-0.2933,3.3482,1.0546,3.523
3.917961,-0.2933,3.3482,1.0546,3.523
3.940065,0.6363,3.8247,0.4825,3.907
3.942420,0.6363,3.8247,0.4825,3.907
3.965047,0.8790,3.0139,0.1336,3.142
3.966968,0.8790,3.0139,0.1336,3.142
3.983239,0.1988,1.9427,-0.3967,1.993
3.985305,0.1988,1.9427,-0.3967,1.993
3.998341,-2.0092,1.8601,0.0771,2.739
3.999877,-2.0092,1.8601,0.0771,2.739
4.016683,-2.3189,2.0314,0.7104,3.164
4.018442,-2.3189,2.0314,0.7104,3.164
4.036694,-1.5909,1.9504,-4.7134,5.343
4.038406,-1.5909,1.9504,-4.7134,5.343
4.056159,-1.0893,0.0189,-3.8674,4.018
4.057981,-1.0893,0.0189,-3.8674,4.018
4.077116,-2.3722,-0.1198,-1.3046,2.710
4.078926,-2.3722,-0.1198,-1.3046,2.710
4.099304,-3.9753,2.1062,-1.2429,4.667
4.101119,-3.9753,2.1062,-1.2429,4.667
4.116549,-2.3234,3.8551,-2.6027,5.199
4.118562,-2.3234,3.8551,-2.6027,5.199
4.136295,0.5089,4.1162,-2.6629,4.929
4.139605,0.5089,4.1162,-2.6629,4.929
4.156073,0.7116,1.8037,-0.6825,2.056
4.158813,0.7116,1.8037,-0.6825,2.056
4.178103,0.6499,-0.1669,0.0318,0.672
4.179732,0.6499,-0.1669,0.0318,0.672
4.196335,-0.4043,-2.8414,0.7489,2.966
4.197986,-0.4043,-2.8414,0.7489,2.966
4.217707,-0.4428,-4.0735,0.8146,4.178
4.218975,-0.4428,-4.0735,0.8146,4.178
4.236835,-0.0056,-4.2372,1.4532,4.479
4.238648,-0.0056,-4.2372,1.4532,4.479
4.255846,0.4282,-3.9316,1.6178,4.273
4.258018,0.4282,-3.9316,1.6178,4.273
4.277523,0.1690,-3.3906,0.4895,3.430
4.279133,0.1690,-3.3906,0.4895,3.430
4.296204,-0.0085,-3.0929,0.4772,3.130
4.298522,-0.0085,-3.0929,0.4772,3.130
4.316270,0.0327,-3.0622,0.9706,3.213
4.317729,0.0327,-3.0622,0.9706,3.213
4.341478,0.3444,-2.6499,1.4200,3.026
4.344233,0.3444,-2.6499,1.4200,3.026
4.356109,0.5015,-1.7189,1.9884,2.676
4.357880,0.5015,-1.7189,1.9884,2.676
4.379048,0.4664,-0.8078,0.7410,1.191
4.380734,0.4664,-0.8078,0.7410,1.191
4.396763,0.7544,-0.0326,0.0533,0.757
4.397507,0.7544,-0.0326,0.0533,0.757
4.417111,1.1126,-0.1390,0.9128,1.446
4.418898,1.1126,-0.1390,0.9128,1.446
4.441572,0.5955,-0.2603,0.6841,0.944
4.442922,0.5955,-0.2603,0.6841,0.944
4.456111,-0.6506,0.8401,0.6591,1.250
4.457844,-0.6506,0.8401,0.6591,1.250
4.476178,-1.3439,3.0932,-0.5454,3.416
4.478342,-1.3439,3.0932,-0.5454,3.416
4.496978,-0.0303,4.2042,0.4348,4.227
4.499281,-0.0303,4.2042,0.4348,4.227
4.515913,1.3674,3.2043,1.2406,3.698
4.517619,1.3674,3.2043,1.2406,3.698
4.536809,1.8384,3.2990,-1.7912,4.180
4.539239,1.8384,3.2990,-1.7912,4.180
4.556228,0.5386,4.2426,-0.4736,4.303
4.559378,0.5386,4.2426,-0.4736,4.303
4.576809,1.0738,5.2216,-3.7056,6.492
4.578658,1.0738,5.2216,-3.7056,6.492
