time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.550252,0.1185,0.0211,0.2186,0.250
2.551919,0.1185,0.0211,0.2186,0.250
2.574170,0.0768,0.0168,0.0699,0.105
2.576922,0.0768,0.0168,0.0699,0.105
2.589651,0.0961,-0.0457,-0.0057,0.107
2.590436,0.0961,-0.0457,-0.0057,0.107
2.609653,0.0613,-0.0011,-0.1527,0.165
2.610985,0.0613,-0.0011,-0.1527,0.165
2.630049,-0.0109,0.1621,-0.2175,0.272
2.631176,-0.0109,0.1621,-0.2175,0.272
2.649980,0.0230,0.0633,-0.2483,0.257
2.651637,0.0230,0.0633,-0.2483,0.257
2.669509,0.0355,0.0040,-0.2098,0.213
2.673060,0.0355,0.0040,-0.2098,0.213
2.690905,-0.0575,0.1158,-0.2147,0.251
2.692042,-0.0575,0.1158,-0.2147,0.251
2.709189,-0.1549,0.0465,-0.1537,0.223
2.710338,-0.1549,0.0465,-0.1537,0.223
2.729190,-0.0597,0.0109,0.0655,0.089
2.730869,-0.0597,0.0109,0.0655,0.089
2.749462,-0.0143,0.1766,0.0835,0.196
2.750687,-0.0143,0.1766,0.0835,0.196
2.769704,0.0929,0.1615,-0.1406,0.233
2.771725,0.0929,0.1615,-0.1406,0.233
2.789227,-0.0105,0.0865,-0.1566,0.179
2.791357,-0.0105,0.0865,-0.1566,0.179
2.812494,0.0233,0.0491,-0.1022,0.116
2.814402,0.0233,0.0491,-0.1022,0.116
2.830120,0.0549,-0.1961,0.1315,0.242
2.831847,0.0549,-0.1961,0.1315,0.242
2.849638,-0.1317,-0.0958,0.4188,0.449
2.850474,-0.1317,-0.0958,0.4188,0.449
2.869712,-0.0720,0.1306,-0.0115,0.150
2.871638,-0.0720,0.1306,-0.0115,0.150
2.892965,0.0283,0.1708,-0.2626,0.315
2.894687,0.0283,0.1708,-0.2626,0.315
2.909524,-0.0515,0.1602,0.2913,0.336
2.910437,-0.0515,0.1602,0.2913,0.336
2.929561,-0.0322,-0.0168,0.2352,0.238
2.930900,-0.0322,-0.0168,0.2352,0.238
2.949471,-0.0261,-0.0657,0.2148,0.226
2.950806,-0.0261,-0.0657,0.2148,0.226
2.969515,0.0197,0.0575,-0.0515,0.080
2.970434,0.0197,0.0575,-0.0515,0.080
2.989690,-0.0942,0.2304,-0.0069,0.249
2.990818,-0.0942,0.2304,-0.0069,0.249
3.013166,0.2087,0.1243,0.0251,0.244
3.015201,0.2087,0.1243,0.0251,0.244
3.029488,0.0859,-0.0046,0.1336,0.159
3.031188,0.0859,-0.0046,0.1336,0.159
3.049581,-0.2094,-0.1735,0.3875,0.473
3.050756,-0.2094,-0.1735,0.3875,0.473
3.068991,-0.2795,0.1532,-0.0163,0.319
3.070144,-0.2795,0.1532,-0.0163,0.319
3.089383,0.0210,0.3736,-0.1387,0.399
3.090443,0.0210,0.3736,-0.1387,0.399
3.109151,0.0356,0.2139,0.0078,0.217
3.109924,0.0356,0.2139,0.0078,0.217
3.136817,-0.1056,-0.0402,-0.1392,0.179
3.138139,-0.1056,-0.0402,-0.1392,0.179
3.147657,-0.1665,0.1497,-0.2637,0.346
3.148936,-0.1665,0.1497,-0.2637,0.346
3.168624,-0.0954,0.0720,-0.2571,0.283
3.169809,-0.0954,0.0720,-0.2571,0.283
3.188165,-0.1194,-0.0388,0.3162,0.340
3.189229,-0.1194,-0.0388,0.3162,0.340
3.208990,-0.1996,-0.0006,0.1249,0.235
3.210393,-0.1996,-0.0006,0.1249,0.235
3.227604,-0.1552,0.2198,0.0771,0.280
3.228312,-0.1552,0.2198,0.0771,0.280
3.247571,-0.2254,0.4562,0.0066,0.509
3.248330,-0.2254,0.4562,0.0066,0.509
3.269163,-0.0447,0.4176,0.0859,0.429
3.270229,-0.0447,0.4176,0.0859,0.429
3.288931,0.7872,-0.1664,-0.1127,0.812
3.290306,0.7872,-0.1664,-0.1127,0.812
3.315024,0.9416,-0.5704,0.0716,1.103
3.316409,0.9416,-0.5704,0.0716,1.103
3.327748,0.6322,-0.3163,0.4380,0.832
3.328792,0.6322,-0.3163,0.4380,0.832
3.348142,0.4454,0.0279,0.1651,0.476
3.350043,0.4454,0.0279,0.1651,0.476
3.368188,0.3999,0.0711,0.0597,0.411
3.369061,0.3999,0.0711,0.0597,0.411
3.387647,0.0848,-0.1142,-0.1542,0.210
3.388843,0.0848,-0.1142,-0.1542,0.210
3.408592,0.0054,-0.0937,0.0864,0.128
3.409756,0.0054,-0.0937,0.0864,0.128
3.428016,0.1558,-0.1130,0.1764,0.261
3.429497,0.1558,-0.1130,0.1764,0.261
3.448187,-0.0264,0.0059,-0.1952,0.197
3.449642,-0.0264,0.0059,-0.1952,0.197
3.468844,-0.0653,0.1974,0.0416,0.212
3.470643,-0.0653,0.1974,0.0416,0.212
3.487811,0.1132,0.2295,-0.0651,0.264
3.489782,0.1132,0.2295,-0.0651,0.264
3.507911,0.0410,0.1531,0.0690,0.173
3.509553,0.0410,0.1531,0.0690,0.173
3.527989,-0.1896,-0.0471,-0.0476,0.201
3.529641,-0.1896,-0.0471,-0.0476,0.201
3.548075,-0.1896,-0.1296,0.0281,0.231
3.548892,-0.1896,-0.1296,0.0281,0.231
3.568566,-0.2172,-0.0119,-0.0253,0.219
3.570613,-0.2172,-0.0119,-0.0253,0.219
3.590212,-0.0127,0.1594,0.1201,0.200
3.591411,-0.0127,0.1594,0.1201,0.200
3.607750,0.0220,0.2334,0.1466,0.276
3.608774,0.0220,0.2334,0.1466,0.276
3.627589,0.0476,-0.0530,0.0700,0.100
3.629020,0.0476,-0.0530,0.0700,0.100
3.648977,-0.2051,-0.1315,-0.2064,0.319
3.650025,-0.2051,-0.1315,-0.2064,0.319
3.667697,-0.3148,-0.0261,0.1338,0.343
3.668554,-0.3148,-0.0261,0.1338,0.343
3.691925,-0.0309,-0.0250,0.0512,0.065
3.693017,-0.0309,-0.0250,0.0512,0.065
3.707855,-0.0271,0.2041,-0.0062,0.206
3.708552,-0.0271,0.2041,-0.0062,0.206
3.730955,0.0410,0.0481,0.0847,0.106
3.731919,0.0410,0.0481,0.0847,0.106
3.747798,-0.0565,0.0313,0.0596,0.088
3.749002,-0.0565,0.0313,0.0596,0.088
3.771821,0.0363,0.1066,-0.0552,0.125
3.772798,0.0363,0.1066,-0.0552,0.125
3.787786,-0.2260,0.2170,0.0475,0.317
3.788920,-0.2260,0.2170,0.0475,0.317
3.807581,-0.3033,0.1756,0.1362,0.376
3.808405,-0.3033,0.1756,0.1362,0.376
3.827989,-0.3246,0.0742,0.1695,0.374
3.829518,-0.3246,0.0742,0.1695,0.374
3.847979,-0.0217,0.0531,0.0480,0.075
3.850057,-0.0217,0.0531,0.0480,0.075
3.868408,-0.1662,-0.0047,0.0742,0.182
3.869356,-0.1662,-0.0047,0.0742,0.182
3.887615,-0.2446,0.0634,0.0355,0.255
3.888453,-0.2446,0.0634,0.0355,0.255
3.907577,-0.1528,0.1848,0.1294,0.272
3.908391,-0.1528,0.1848,0.1294,0.272
3.927711,-0.0619,0.1019,0.0862,0.147
3.929413,-0.0619,0.1019,0.0862,0.147
3.947899,-0.0831,0.0967,0.0649,0.143
3.948605,-0.0831,0.0967,0.0649,0.143
3.968054,0.1224,0.0997,-0.2492,0.295
3.970038,0.1224,0.0997,-0.2492,0.295
3.987760,0.2342,-0.0083,-0.0791,0.247
3.990038,0.2342,-0.0083,-0.0791,0.247
4.007344,0.1511,-0.0392,0.1278,0.202
4.008688,0.1511,-0.0392,0.1278,0.202
4.027529,0.2480,-0.0523,0.3285,0.415
4.028908,0.2480,-0.0523,0.3285,0.415
4.047568,0.1748,0.1523,0.1810,0.294
4.048750,0.1748,0.1523,0.1810,0.294
4.066907,-0.0712,0.2990,-0.0772,0.317
4.068017,-0.0712,0.2990,-0.0772,0.317
4.087533,0.0839,0.1973,-0.0765,0.228
4.088997,0.0839,0.1973,-0.0765,0.228
4.107856,0.0707,-0.1272,0.0835,0.168
4.108901,0.0707,-0.1272,0.0835,0.168
4.127685,0.0689,-0.0194,0.2020,0.214
4.129067,0.0689,-0.0194,0.2020,0.214
4.150701,-0.1728,0.2096,0.0506,0.276
4.151694,-0.1728,0.2096,0.0506,0.276
4.167773,-0.1665,0.2940,-0.0749,0.346
4.168631,-0.1665,0.2940,-0.0749,0.346
4.187875,-0.0151,0.2031,-0.0345,0.207
4.189111,-0.0151,0.2031,-0.0345,0.207
4.207724,0.0441,0.0472,0.0410,0.077
4.209037,0.0441,0.0472,0.0410,0.077
4.227836,0.1081,-0.0675,-0.0416,0.134
4.229498,0.1081,-0.0675,-0.0416,0.134
4.247744,0.1953,-0.0552,-0.2002,0.285
4.248850,0.1953,-0.0552,-0.2002,0.285
4.267816,0.2280,0.0219,-0.2717,0.355
4.268896,0.2280,0.0219,-0.2717,0.355
4.287640,0.1953,0.0653,-0.1485,0.254
4.288607,0.1953,0.0653,-0.1485,0.254
4.307118,0.0888,-0.0402,0.0306,0.102
4.308117,0.0888,-0.0402,0.0306,0.102
4.332122,-0.2291,0.1092,0.3299,0.416
4.334352,-0.2291,0.1092,0.3299,0.416
4.347634,-0.4062,0.2069,0.3016,0.547
4.348436,-0.4062,0.2069,0.3016,0.547
4.367059,-0.2498,0.1090,0.2351,0.360
4.368227,-0.2498,0.1090,0.2351,0.360
4.387695,-0.1515,0.0451,0.2975,0.337
4.389437,-0.1515,0.0451,0.2975,0.337
4.408418,-0.1342,0.0876,0.1858,0.245
4.410365,-0.1342,0.0876,0.1858,0.245
4.429209,-0.1269,0.1966,0.1127,0.260
4.430282,-0.1269,0.1966,0.1127,0.260
4.447338,-0.0250,0.2063,0.2612,0.334
4.448242,-0.0250,0.2063,0.2612,0.334
4.467764,-0.0417,0.0351,-0.0277,0.061
4.469013,-0.0417,0.0351,-0.0277,0.061
4.487442,0.0724,-0.0695,-0.0777,0.127
4.489416,0.0724,-0.0695,-0.0777,0.127
4.507693,0.0758,-0.0276,-0.0775,0.112
4.508654,0.0758,-0.0276,-0.0775,0.112
4.527442,0.0915,-0.0006,-0.2641,0.279
4.528585,0.0915,-0.0006,-0.2641,0.279
4.551201,0.0517,0.0437,-0.4767,0.482
4.552427,0.0517,0.0437,-0.4767,0.482
4.570598,-0.0339,0.0383,0.0879,0.102
4.571541,-0.0339,0.0383,0.0879,0.102
4.587864,-0.0768,-0.1311,0.2409,0.285
4.589320,-0.0768,-0.1311,0.2409,0.285
4.607200,-0.0830,-0.1274,0.0994,0.182
4.608451,-0.0830,-0.1274,0.0994,0.182
4.627016,-0.0120,0.0204,0.0879,0.091
4.628010,-0.0120,0.0204,0.0879,0.091
4.648087,0.1565,0.1184,0.0167,0.197
4.648957,0.1565,0.1184,0.0167,0.197
4.667589,0.0898,0.0945,0.2143,0.251
4.668492,0.0898,0.0945,0.2143,0.251
4.690152,-0.0830,0.0544,0.4905,0.500
4.691346,-0.0830,0.0544,0.4905,0.500
4.706766,-0.1357,-0.0857,0.4796,0.506
4.707760,-0.1357,-0.0857,0.4796,0.506
4.726862,-0.1452,-0.0694,0.4174,0.447
4.727701,-0.1452,-0.0694,0.4174,0.447
4.747630,-0.0818,0.0827,0.1174,0.165
4.749102,-0.0818,0.0827,0.1174,0.165
4.766956,-0.0243,0.0774,0.2537,0.266
4.768039,-0.0243,0.0774,0.2537,0.266
4.787135,-0.0909,0.1383,0.2867,0.331
4.787896,-0.0909,0.1383,0.2867,0.331
4.806828,-0.1635,0.1306,0.2299,0.311
4.807824,-0.1635,0.1306,0.2299,0.311
4.826998,-0.1553,0.0858,0.1956,0.264
4.827729,-0.1553,0.0858,0.1956,0.264
4.847350,-0.0654,0.0871,-0.0043,0.109
4.848569,-0.0654,0.0871,-0.0043,0.109
4.867098,0.0005,0.0771,-0.0847,0.115
4.868138,0.0005,0.0771,-0.0847,0.115
4.887013,-0.0299,0.1466,-0.0371,0.154
4.888112,-0.0299,0.1466,-0.0371,0.154
4.906936,-0.0366,0.1253,-0.0399,0.136
4.907975,-0.0366,0.1253,-0.0399,0.136
4.933378,-0.0355,0.1665,-0.0830,0.189
4.934495,-0.0355,0.1665,-0.0830,0.189
4.946966,0.1004,0.0277,-0.0901,0.138
4.948174,0.1004,0.0277,-0.0901,0.138
4.967139,0.0875,0.0648,-0.0324,0.114
4.968263,0.0875,0.0648,-0.0324,0.114
4.986834,0.0503,0.1677,-0.0678,0.188
4.988123,0.0503,0.1677,-0.0678,0.188
5.007944,-0.0188,0.0812,0.0316,0.089
5.009063,-0.0188,0.0812,0.0316,0.089
5.027269,0.0712,0.1787,0.0521,0.199
5.028377,0.0712,0.1787,0.0521,0.199
5.047287,0.3183,0.0229,-0.0783,0.329
5.048185,0.3183,0.0229,-0.0783,0.329
5.066483,0.1912,0.0006,-0.0003,0.191
