time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.264217,1.6930,-3.3684,0.0698,3.771
3.281627,0.9124,-4.5191,0.2687,4.618
3.282613,0.9124,-4.5191,0.2687,4.618
3.301262,-0.6564,-4.7971,-0.2175,4.847
3.302099,-0.6564,-4.7971,-0.2175,4.847
3.321637,-1.2778,-3.7466,-0.5364,3.995
3.323081,-1.2778,-3.7466,-0.5364,3.995
3.341430,-1.0256,-2.5785,-0.0345,2.775
3.342557,-1.0256,-2.5785,-0.0345,2.775
3.362162,-0.5203,-1.0237,-0.0715,1.151
3.364326,-0.5203,-1.0237,-0.0715,1.151
3.381357,-0.2551,0.6018,-0.3265,0.731
3.383207,-0.2551,0.6018,-0.3265,0.731
3.401343,-0.6320,1.6392,-0.1301,1.762
3.402110,-0.6320,1.6392,-0.1301,1.762
3.422076,-1.7997,1.6545,0.3680,2.472
3.423449,-1.7997,1.6545,0.3680,2.472
3.441427,-1.6678,0.6117,-0.1540,1.783
3.442325,-1.6678,0.6117,-0.1540,1.783
3.462538,-0.1986,-0.0065,0.0629,0.208
3.464645,-0.1986,-0.0065,0.0629,0.208
3.482096,0.4910,0.1092,-0.0951,0.512
3.483731,0.4910,0.1092,-0.0951,0.512
3.501655,0.9699,0.3552,-0.5916,1.190
3.502659,0.9699,0.3552,-0.5916,1.190
3.521906,1.2931,0.5823,-0.2337,1.437
3.522996,1.2931,0.5823,-0.2337,1.437
3.545594,1.5968,0.0737,-1.1892,1.992
3.547199,1.5968,0.0737,-1.1892,1.992
3.562062,1.4148,-0.9475,-1.5824,2.325
3.564086,1.4148,-0.9475,-1.5824,2.325
3.581232,2.1980,0.3000,-2.6068,3.423
3.583105,2.1980,0.3000,-2.6068,3.423
3.602237,1.6396,5.1381,-1.9544,5.737
3.605194,1.6396,5.1381,-1.9544,5.737
3.621199,-2.3356,11.4868,0.9989,11.764
3.623162,-2.3356,11.4868,0.9989,11.764
3.643769,3.6678,7.2454,0.3551,8.129
3.644909,3.6678,7.2454,0.3551,8.129
3.679716,3.5169,1.7010,1.3468,4.132
3.680970,3.5169,1.7010,1.3468,4.132
3.681774,0.9975,-2.5594,1.6581,3.209
3.683598,0.9975,-2.5594,1.6581,3.209
3.725085,-1.5441,-3.1457,0.2538,3.513
3.727154,-1.5441,-3.1457,0.2538,3.513
3.732660,-1.4658,-2.0376,1.1863,2.776
3.733846,-1.4658,-2.0376,1.1863,2.776
3.741251,-0.8751,-0.7695,0.4591,1.253
3.742362,-0.8751,-0.7695,0.4591,1.253
3.761487,-0.6951,-0.4391,-0.2828,0.869
3.763008,-0.6951,-0.4391,-0.2828,0.869
3.786634,0.1897,-1.6348,-0.0022,1.646
3.788584,0.1897,-1.6348,-0.0022,1.646
3.801078,0.6879,-2.8507,0.8166,3.044
3.801955,0.6879,-2.8507,0.8166,3.044
3.824765,0.7343,-3.2630,1.3130,3.593
3.826295,0.7343,-3.2630,1.3130,3.593
3.844560,0.8605,-3.0630,-0.0218,3.182
3.846570,0.8605,-3.0630,-0.0218,3.182
3.861080,0.0786,-2.3579,-0.7391,2.472
3.862257,0.0786,-2.3579,-0.7391,2.472
3.881315,0.2514,-1.9754,-0.0300,1.992
3.882518,0.2514,-1.9754,-0.0300,1.992
3.901037,0.3527,-1.2517,1.2410,1.798
3.902318,0.3527,-1.2517,1.2410,1.798
3.922477,0.1239,-0.5957,0.7379,0.956
3.923655,0.1239,-0.5957,0.7379,0.956
3.941243,-0.3341,-0.1856,-0.4365,0.580
3.942289,-0.3341,-0.1856,-0.4365,0.580
3.961075,-0.6476,-0.3722,-0.8253,1.113
3.962193,-0.6476,-0.3722,-0.8253,1.113
3.981247,-0.5681,-0.7831,-0.1886,0.986
3.982487,-0.5681,-0.7831,-0.1886,0.986
4.001533,0.0816,-0.5453,0.3079,0.631
4.002591,0.0816,-0.5453,0.3079,0.631
4.021612,0.9902,-0.7368,-0.2826,1.266
4.022814,0.9902,-0.7368,-0.2826,1.266
4.041387,-0.0847,-0.7550,-0.5677,0.948
4.042275,-0.0847,-0.7550,-0.5677,0.948
4.061502,-1.8368,-0.4847,-0.6627,2.012
4.063011,-1.8368,-0.4847,-0.6627,2.012
4.081314,-2.9732,0.2934,-1.5040,3.345
4.082880,-2.9732,0.2934,-1.5040,3.345
4.101145,-2.0579,1.0823,-1.9323,3.023
4.102143,-2.0579,1.0823,-1.9323,3.023
4.122003,0.1520,1.4448,-0.3762,1.501
4.123419,0.1520,1.4448,-0.3762,1.501
